"","namn","stad","citizen","religious","experience","sweden","poland","iraq","somalia","woman","skilledjob","invited","city1","city2","city3","city4","city5","city6","city7","immigrant","time"
"669","Khalid Zakaria","Stockholm",1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0840154584814368
"670","Ahmed Amari","Stockholm",1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0818796969146649
"671","Khalid Zakaria","Stockholm",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0839376479087336
"672","Antoni Kowalski","Stockholm",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0868767324608427
"673","Zainab Hadad","Stockholm",1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.0893577883124294
"674","Ali Hadad","Stockholm",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0914801448864311
"675","Fatima Mohammed","Stockholm",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0933163466721479
"676","Ali Hadad","Stockholm",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0900738264374948
"677","Abdi Mohammed","Stockholm",0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.091472496599209
"678","Emma Lindberg","Stockholm",1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0927231207618909
"679","Abdi Mohammed","Stockholm",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0938480229422573
"680","Zainab Hadad","Stockholm",0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.0770065139262965
"681","Mateusz Nowak","Stockholm",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.076989386192187
"682","Maria Nowak","Stockholm",0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0957241084885213
"683","Maria Nowak","Stockholm",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0973878939882605
"684","Fatima Mohammed","Stockholm",0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0989192568699375
"685","Abdi Mohammed","Stockholm",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.100333401568931
"686","Emma Lindberg","Stockholm",1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.168412305384997
"687","Mateusz Nowak","Stockholm",1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.169076500274616
"688","Filip Lindberg","Stockholm",1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.169780102152484
"689","Filip Lindberg","Stockholm",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.170526725288859
"690","Maria Nowak","Stockholm",0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0.194257863366788
"691","Fatima Mohammed","Stockholm",1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.198013965669052
"692","Ali Hadad","Stockholm",1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.197021036234319
"693","Abdi Mohammed","Stockholm",1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.196076127945938
"694","Ali Hadad","Stockholm",1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0.19517583937834
"695","Mateusz Nowak","Stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.194317082935179
"696","Ali Hadad","Stockholm",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.100504403847428
"697","Maria Nowak","Stockholm",1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.100503369583975
"698","Zainab Hadad","Stockholm",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.100508369697203
"699","Mateusz Nowak","Stockholm",0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.100507341694414
"700","Fatima Mohammed","Stockholm",0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.100512388051435
"701","Maria Nowak","Stockholm",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.10051136656305
"702","Maria Nowak","Stockholm",0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.100510338269902
"703","Abdi Mohammed","Stockholm",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.100515445251837
"704","Mateusz Nowak","Stockholm",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.100514423739079
"705","Filip Lindberg","Stockholm",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.100513395350807
"706","Mateusz Nowak","Stockholm",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.153107844019755
"707","Zainab Hadad","Stockholm",0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0.151589674595933
"708","Fatima Mohammed","Stockholm",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.150320803097001
"709","Zainab Hadad","Stockholm",1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.14924448302939
"710","Abdi Mohammed","Stockholm",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.148319975870592
"711","Emma Lindberg","Stockholm",1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.147517278196974
"712","Ali Hadad","Stockholm",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.147212540234172
"713","Zainab Hadad","Stockholm",1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.146660597484847
"714","Maria Nowak","Stockholm",1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.146169690133614
"715","Filip Lindberg","Stockholm",1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.145730224430822
"716","Fatima Mohammed","Stockholm",0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.145744020441516
"717","Ali Hadad","Stockholm",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.14564064761861
"718","Maria Nowak","Stockholm",1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.145656431048178
"719","Fatima Mohammed","Stockholm",1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.145671233793008
"720","Emma Lindberg","Stockholm",1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.145685144499659
"721","Zainab Hadad","Stockholm",0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.145698241443209
"722","Zainab Hadad","Stockholm",1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.131072919907778
"723","Mateusz Nowak","Stockholm",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.132759168756615
"724","Fatima Mohammed","Stockholm",1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.124389064888901
"725","Abdi Mohammed","Stockholm",1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.125964107141252
"726","Ali Hadad","Stockholm",1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.127648616167697
"727","Abdi Mohammed","Stockholm",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.129454414869722
"728","Mateusz Nowak","Stockholm",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.119710531935853
"729","Sarah Amari","Stockholm",1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.12134848529251
"730","Ahmed Amari","Stockholm",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.123118656272659
"731","Awa Zakaria","Stockholm",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.125037727346601
"732","Ahmed Amari","Stockholm",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0952310946463234
"733","Khalid Zakaria","Stockholm",0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0945453047452337
"734","Malin Svensson","Stockholm",1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0.0938968543274392
"735","Khalid Zakaria","Stockholm",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0932827746557807
"736","Sarah Amari","Stockholm",0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.0927004035795862
"737","Antoni Kowalski","Stockholm",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0923294123980553
"738","Julia Kowalski","Stockholm",0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0919729415272736
"739","Julia Kowalski","Stockholm",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0916301548587983
"740","Awa Zakaria","Stockholm",0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0913002792683245
"741","Khalid Zakaria","Stockholm",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0580585315796173
"742","Malin Svensson","Stockholm",1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0567837735542263
"743","Antoni Kowalski","Stockholm",1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0554451256730552
"744","Erik Svensson","Stockholm",1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0543938414729903
"745","Erik Svensson","Stockholm",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0534032613660625
"746","Julia Kowalski","Stockholm",0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0535909841224299
"747","Awa Zakaria","Stockholm",1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0537496825718577
"748","Ahmed Amari","Stockholm",1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0538856049708512
"749","Khalid Zakaria","Stockholm",1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.0540033261843049
"750","Ahmed Amari","Stockholm",1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0541062727366366
"751","Antoni Kowalski","Stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0541970618422832
"752","Ahmed Amari","Stockholm",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.117488736138434
"753","Julia Kowalski","Stockholm",1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.117423791087229
"754","Sarah Amari","Stockholm",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.117365783251966
"755","Antoni Kowalski","Stockholm",0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.117313657471325
"756","Awa Zakaria","Stockholm",0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.117266562247062
"757","Julia Kowalski","Stockholm",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.117223802868157
"758","Julia Kowalski","Stockholm",0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.107406486692147
"759","Khalid Zakaria","Stockholm",0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.108352350484633
"760","Antoni Kowalski","Stockholm",0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.109213963804661
"761","Erik Svensson","Stockholm",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.110002103303449
"762","Antoni Kowalski","Stockholm",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.110725782841452
"763","Sarah Amari","Stockholm",0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.111392599763498
"764","Awa Zakaria","Stockholm",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.102141455033398
"765","Sarah Amari","Stockholm",1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.102141455033387
"766","Khalid Zakaria","Stockholm",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.102141455033376
"767","Malin Svensson","Stockholm",1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.102141455033365
"768","Ahmed Amari","Stockholm",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.102141455033354
"769","Sarah Amari","Stockholm",1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0.102141455033343
"770","Julia Kowalski","Stockholm",1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0.102141455033332
"771","Erik Svensson","Stockholm",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.103812499907075
"772","Awa Zakaria","Stockholm",0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.104664502829947
"773","Ahmed Amari","Stockholm",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.105570672702248
"774","Julia Kowalski","Stockholm",1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.106536344696552
"775","Awa Zakaria","Stockholm",1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.107567578420111
"776","Malin Svensson","Stockholm",1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.108671285194416
"777","Sarah Amari","Stockholm",0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0.109855383146917
"778","Sarah Amari","LKPGNKPG",1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,3.36562871528806e-10
"779","Ahmed Amari","LKPGNKPG",0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.0785382294928117
"780","Awa Zakaria","LKPGNKPG",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0787454645133799
"781","Ahmed Amari","LKPGNKPG",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0789615101346288
"782","Khalid Zakaria","LKPGNKPG",0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.128758177329241
"783","Malin Svensson","LKPGNKPG",1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.129922157857432
"784","Khalid Zakaria","LKPGNKPG",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0888833724454585
"785","Sarah Amari","LKPGNKPG",0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0890315646300073
"786","Antoni Kowalski","LKPGNKPG",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.088648080535216
"787","Julia Kowalski","LKPGNKPG",0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0887959177838031
"788","Julia Kowalski","LKPGNKPG",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.166589298381992
"789","Awa Zakaria","LKPGNKPG",0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0.0889420471404583
"790","Khalid Zakaria","LKPGNKPG",1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.149833307871492
"791","Malin Svensson","LKPGNKPG",1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.161418756572714
"792","Antoni Kowalski","LKPGNKPG",1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.157784238750795
"793","Erik Svensson","LKPGNKPG",1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.135531312269995
"794","Erik Svensson","LKPGNKPG",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.113067706121159
"795","Julia Kowalski","LKPGNKPG",0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0.113067706121054
"796","Awa Zakaria","LKPGNKPG",1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0.113067706120949
"797","Ahmed Amari","LKPGNKPG",1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.159434635310798
"798","Khalid Zakaria","LKPGNKPG",1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0923876994208766
"799","Ahmed Amari","LKPGNKPG",1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.159949694494721
"800","Antoni Kowalski","LKPGNKPG",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.158892926890653
"801","Ahmed Amari","LKPGNKPG",0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.183382091338148
"802","Julia Kowalski","LKPGNKPG",1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0.179642288205692
"803","Sarah Amari","LKPGNKPG",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.162857459528098
"804","Antoni Kowalski","LKPGNKPG",0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.188351891422657
"805","Awa Zakaria","LKPGNKPG",0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.188636899644941
"806","Julia Kowalski","LKPGNKPG",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0769747067027589
"807","Julia Kowalski","LKPGNKPG",0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0769619855415859
"808","Khalid Zakaria","LKPGNKPG",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.076950855337215
"809","Antoni Kowalski","LKPGNKPG",0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0952027779823448
"810","Erik Svensson","LKPGNKPG",1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.209108423097959
"811","Antoni Kowalski","LKPGNKPG",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.207334152469675
"812","Sarah Amari","LKPGNKPG",0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.207332320701621
"813","Awa Zakaria","LKPGNKPG",1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.111553019499084
"814","Sarah Amari","LKPGNKPG",1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.111610298722953
"815","Khalid Zakaria","LKPGNKPG",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.11166526443032
"816","Malin Svensson","LKPGNKPG",1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.155013657364738
"817","Ahmed Amari","LKPGNKPG",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.151093632242519
"818","Sarah Amari","LKPGNKPG",1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0.147385454985201
"819","Julia Kowalski","LKPGNKPG",1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.112554383426161
"820","Erik Svensson","LKPGNKPG",1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.112903121429497
"821","Awa Zakaria","LKPGNKPG",0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0493841515141644
"822","Ahmed Amari","LKPGNKPG",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0494843639478546
"823","Julia Kowalski","LKPGNKPG",1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.122824161290731
"824","Awa Zakaria","LKPGNKPG",1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.122824161290881
"825","Malin Svensson","LKPGNKPG",1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.12282416129103
"826","Sarah Amari","LKPGNKPG",0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0.122824161289828
"827","Sarah Amari","LKPGNKPG",1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.122824161288625
"828","Antoni Kowalski","LKPGNKPG",1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0700102894202043
"829","Awa Zakaria","LKPGNKPG",1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0.0700102894199927
"830","Khalid Zakaria","LKPGNKPG",1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0700102894197812
"831","Ahmed Amari","LKPGNKPG",1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0700102894195696
"832","Khalid Zakaria","LKPGNKPG",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.00884973283063709
"833","Antoni Kowalski","LKPGNKPG",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.00884973282982101
"834","Sarah Amari","Orebro",1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.129197652926248
"835","Ahmed Amari","Orebro",0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.129101819036633
"836","Awa Zakaria","Orebro",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0.129027559147233
"837","Ahmed Amari","Orebro",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.128968325233285
"838","Khalid Zakaria","Orebro",0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.128919975702247
"839","Malin Svensson","Orebro",1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.128879762945088
"840","Khalid Zakaria","Orebro",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.127673802511537
"841","Sarah Amari","Orebro",0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.125071017215935
"842","Antoni Kowalski","Orebro",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0890864980308805
"843","Julia Kowalski","Orebro",0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.16715079944906
"844","Julia Kowalski","Orebro",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.153275152095586
"845","Awa Zakaria","Orebro",0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0.149022261548613
"846","Khalid Zakaria","Orebro",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.156947634935648
"847","Malin Svensson","Orebro",1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0754575154874589
"848","Antoni Kowalski","Orebro",1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.0745711760494321
"849","Erik Svensson","Orebro",1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0686686717766653
"850","Erik Svensson","Orebro",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.154418785009849
"851","Julia Kowalski","Orebro",0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.113067706119933
"852","Awa Zakaria","Orebro",1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0.113067706118918
"853","Ahmed Amari","Orebro",1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0924022671984325
"854","Khalid Zakaria","Orebro",1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.0979290945750681
"855","Ahmed Amari","Orebro",1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.100272049948298
"856","Antoni Kowalski","Orebro",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.157900549384142
"857","Ahmed Amari","Orebro",0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.156966850918914
"858","Julia Kowalski","Orebro",1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.156086776431103
"859","Sarah Amari","Orebro",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.155255835291369
"860","Antoni Kowalski","Orebro",0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.143579197153826
"861","Awa Zakaria","Orebro",0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0.207330473410835
"862","Julia Kowalski","Orebro",1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0.207286234581192
"863","Julia Kowalski","Orebro",0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.207284174562336
"864","Khalid Zakaria","Orebro",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.1117180540115
"865","Antoni Kowalski","Orebro",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.111768794189241
"866","Erik Svensson","Orebro",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.168417421982191
"867","Antoni Kowalski","Orebro",1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0.162828890410225
"868","Sarah Amari","Orebro",0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.157823206214458
"869","Awa Zakaria","Orebro",1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0.113278133803564
"870","Sarah Amari","Orebro",1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.11046020344473
"871","Khalid Zakaria","Orebro",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.0600355012085809
"872","Malin Svensson","Orebro",1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.122824161288775
"873","Ahmed Amari","Orebro",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.122824161288924
"874","Sarah Amari","Orebro",1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.0700102894193581
"875","Julia Kowalski","Orebro",1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0.0741949280524758
"876","Erik Svensson","Orebro",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07419492805225
"877","Sarah Amari","Vasteras",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.125566779972148
"878","Ahmed Amari","Vasteras",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.126178075601727
"879","Awa Zakaria","Vasteras",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.126950616286261
"880","Ahmed Amari","Vasteras",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.127957893505074
"881","Khalid Zakaria","Vasteras",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0.129326060098131
"882","Malin Svensson","Vasteras",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.131446159443995
"883","Khalid Zakaria","Vasteras",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.133636928768054
"884","Sarah Amari","Vasteras",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.151293583521044
"885","Antoni Kowalski","Vasteras",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.113067706118813
"886","Julia Kowalski","Vasteras",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.113067706118708
"887","Julia Kowalski","Vasteras",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.100715913733363
"888","Awa Zakaria","Vasteras",0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0.0741139151071645
"889","Khalid Zakaria","Vasteras",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.10119213338057
